3.980984303686598835e-01,6.019015696313401165e-01
4.556772009051131000e-01,5.443227990948869000e-01
3.753916135419428368e-01,6.246083864580571632e-01
3.744747441787723563e-01,6.255252558212276437e-01
2.837948714812025264e-01,7.162051285187974736e-01
3.033535140353658122e-01,6.966464859646341878e-01
4.589384169023450477e-01,5.410615830976549523e-01
5.567626206221338858e-01,4.432373793778661142e-01
5.897234330870164687e-01,4.102765669129835868e-01
4.880893732812137120e-01,5.119106267187862880e-01
4.874253765176236319e-01,5.125746234823763681e-01
4.751380235906617067e-01,5.248619764093382933e-01
5.166058321193280900e-01,4.833941678806719655e-01
5.388976681374066935e-01,4.611023318625933065e-01
5.529704752656432465e-01,4.470295247343568090e-01
4.854374273631602010e-01,5.145625726368397990e-01
4.152706565325712251e-01,5.847293434674287749e-01
4.758602528396609355e-01,5.241397471603390645e-01
3.576781999443312543e-01,6.423218000556687457e-01
3.928894180248883039e-01,6.071105819751116961e-01
5.141739672172966902e-01,4.858260327827033098e-01
4.924368549453722599e-01,5.075631450546277401e-01
6.102813188916664799e-01,3.897186811083335201e-01
4.366207843849674308e-01,5.633792156150325692e-01
3.119921019393908646e-01,6.880078980606091354e-01
6.714080837632196985e-01,3.285919162367803570e-01
5.833164994612092258e-01,4.166835005387908297e-01
4.709791083949480539e-01,5.290208916050519461e-01
5.109397788072955748e-01,4.890602211927044252e-01
5.581965747269810318e-01,4.418034252730190237e-01
4.622011759586399648e-01,5.377988240413600352e-01
4.502888108533177336e-01,5.497111891466822664e-01
3.693062112719462942e-01,6.306937887280537058e-01
4.873748205895153118e-01,5.126251794104846882e-01
3.850924407267032334e-01,6.149075592732967666e-01
3.857543753412371323e-01,6.142456246587628677e-01
4.986593618861909771e-01,5.013406381138090229e-01
6.022538763291032105e-01,3.977461236708967340e-01
6.659263863787588944e-01,3.340736136212411056e-01
6.703644903158432200e-01,3.296355096841568355e-01
4.286357574859543940e-01,5.713642425140456060e-01
4.865385038351208724e-01,5.134614961648791276e-01
6.634084379449760593e-01,3.365915620550239962e-01
3.910253635145256590e-01,6.089746364854743410e-01
4.435009544510114532e-01,5.564990455489885468e-01
5.325717113964909544e-01,4.674282886035090456e-01
4.097706867642896267e-01,5.902293132357103733e-01
5.223213747606150203e-01,4.776786252393849797e-01
3.702141142737157553e-01,6.297858857262842447e-01
4.362343342896102261e-01,5.637656657103897739e-01
4.591945511569084371e-01,5.408054488430915629e-01
5.606544548176978227e-01,4.393455451823021773e-01
5.016055625335047452e-01,4.983944374664953103e-01
3.150637788346805079e-01,6.849362211653194921e-01
3.667815286036223421e-01,6.332184713963776579e-01
6.396070425894846423e-01,3.603929574105153577e-01
4.935460883861829684e-01,5.064539116138170316e-01
4.517027000023491334e-01,5.482972999976508666e-01
3.331554729173301643e-01,6.668445270826698357e-01
4.141697303759359627e-01,5.858302696240640373e-01
4.609152961808516968e-01,5.390847038191483032e-01
5.820809336195138517e-01,4.179190663804860928e-01
4.961424964635842150e-01,5.038575035364157850e-01
3.869375951649713929e-01,6.130624048350286071e-01
4.058753214862043102e-01,5.941246785137956898e-01
5.557826971665666971e-01,4.442173028334332474e-01
6.420606065739108415e-01,3.579393934260891585e-01
4.396032539444684195e-01,5.603967460555315805e-01
4.417624437406901805e-01,5.582375562593098195e-01
4.514251688697792364e-01,5.485748311302207636e-01
3.573203420491943838e-01,6.426796579508056162e-01
4.453654827503716884e-01,5.546345172496283116e-01
4.537679078912966180e-01,5.462320921087033820e-01
5.572235328656631737e-01,4.427764671343367708e-01
5.954992276966135645e-01,4.045007723033863800e-01
2.831085808101247991e-01,7.168914191898752009e-01
4.598852944054946379e-01,5.401147055945053621e-01
4.562830779115809587e-01,5.437169220884190413e-01
4.850396182690315250e-01,5.149603817309684750e-01
3.223304089607973433e-01,6.776695910392026567e-01
5.966734104525510674e-01,4.033265895474489326e-01
5.921878536717735120e-01,4.078121463282265435e-01
3.807606940643935012e-01,6.192393059356064988e-01
5.327946175704387777e-01,4.672053824295611668e-01
4.931896454518851503e-01,5.068103545481148497e-01
4.928735958684435925e-01,5.071264041315564075e-01
5.549241515042042661e-01,4.450758484957957895e-01
5.623419084790458600e-01,4.376580915209541400e-01
3.672432902898934426e-01,6.327567097101065574e-01
5.675047284981750151e-01,4.324952715018249849e-01
5.814294688657415389e-01,4.185705311342584056e-01
