4.378600011112687707e-01,5.621399988887312293e-01
4.588816961330940414e-01,5.411183038669059586e-01
3.884776977566838374e-01,6.115223022433161626e-01
4.243971232486469791e-01,5.756028767513530209e-01
2.639981248068932196e-01,7.360018751931067804e-01
3.453625114879431690e-01,6.546374885120568310e-01
5.388233125344332741e-01,4.611766874655666704e-01
5.909267109663522977e-01,4.090732890336477023e-01
6.370945620769143947e-01,3.629054379230856608e-01
5.062686220665124637e-01,4.937313779334875363e-01
5.013939186331326514e-01,4.986060813668673486e-01
5.026838340588516418e-01,4.973161659411483582e-01
5.831071941791415858e-01,4.168928058208584142e-01
5.542840774522338476e-01,4.457159225477661524e-01
5.846035025521683082e-01,4.153964974478316363e-01
5.478735226987717644e-01,4.521264773012282356e-01
4.414051547466569803e-01,5.585948452533430197e-01
4.973595394083795140e-01,5.026404605916204860e-01
3.724856263843406845e-01,6.275143736156593155e-01
4.451476394686920690e-01,5.548523605313079310e-01
5.099121249837668124e-01,4.900878750162332431e-01
4.900553336703901142e-01,5.099446663296098858e-01
6.662494329776409430e-01,3.337505670223590015e-01
4.801791920372749933e-01,5.198208079627250067e-01
3.223624942968530416e-01,6.776375057031469584e-01
7.646254427641613338e-01,2.353745572358386939e-01
6.277811201818320752e-01,3.722188798181679248e-01
5.043920861460939875e-01,4.956079138539060680e-01
5.505520777457968418e-01,4.494479222542031582e-01
6.050966918494500302e-01,3.949033081505499698e-01
4.689152177972094604e-01,5.310847822027905396e-01
4.885374626265682751e-01,5.114625373734317249e-01
4.404871076083061165e-01,5.595128923916938835e-01
5.020312598442975283e-01,4.979687401557024162e-01
4.064501032649660006e-01,5.935498967350339994e-01
4.257248474254313741e-01,5.742751525745686259e-01
5.220284963667642941e-01,4.779715036332357614e-01
6.554851445152104494e-01,3.445148554847895506e-01
7.135012610715201209e-01,2.864987389284799346e-01
7.409073921782772798e-01,2.590926078217227202e-01
4.481883732478156857e-01,5.518116267521843143e-01
5.094038682468895463e-01,4.905961317531105093e-01
7.451123638655726689e-01,2.548876361344273311e-01
4.308057024339824181e-01,5.691942975660175819e-01
4.554189738471681181e-01,5.445810261528318819e-01
5.504239459926207889e-01,4.495760540073792666e-01
4.237209127220963323e-01,5.762790872779036677e-01
5.661746324883363268e-01,4.338253675116636732e-01
3.892774011809349011e-01,6.107225988190650989e-01
4.561721958903806051e-01,5.438278041096193949e-01
4.497157633712659530e-01,5.502842366287340470e-01
5.935981241598687896e-01,4.064018758401312104e-01
5.304566209910959174e-01,4.695433790089041381e-01
3.146569631495093056e-01,6.853430368504906944e-01
3.726070308680253795e-01,6.273929691319746205e-01
6.883491974582549577e-01,3.116508025417450423e-01
4.830075577735027936e-01,5.169924422264972064e-01
4.981841312301538149e-01,5.018158687698461851e-01
3.335076414841898762e-01,6.664923585158101238e-01
3.883817927061715691e-01,6.116182072938284309e-01
4.866297742297813755e-01,5.133702257702186245e-01
6.359459482978733202e-01,3.640540517021266798e-01
5.262048988647316516e-01,4.737951011352683484e-01
4.181226703023084301e-01,5.818773296976915699e-01
4.494422866632789004e-01,5.505577133367210996e-01
5.968521532857554712e-01,4.031478467142445288e-01
7.200839252327282392e-01,2.799160747672717053e-01
4.842906087332005116e-01,5.157093912667994884e-01
5.044747259502637693e-01,4.955252740497361752e-01
4.972758885503359982e-01,5.027241114496640018e-01
4.241229660588696770e-01,5.758770339411303230e-01
4.935037413945116969e-01,5.064962586054883031e-01
4.659894392690139275e-01,5.340105607309860725e-01
5.646292382784851016e-01,4.353707617215148984e-01
6.740488846895988928e-01,3.259511153104011627e-01
2.594196655796563444e-01,7.405803344203436556e-01
4.864513826383582984e-01,5.135486173616417016e-01
4.937312233438723164e-01,5.062687766561276836e-01
5.232157156282798427e-01,4.767842843717201573e-01
2.956064517821592741e-01,7.043935482178407259e-01
6.210578920237018741e-01,3.789421079762981259e-01
6.510802116775613602e-01,3.489197883224386398e-01
4.118380945928608039e-01,5.881619054071391961e-01
5.866270792771530740e-01,4.133729207228469815e-01
5.497101551753065252e-01,4.502898448246934193e-01
5.011082672337253685e-01,4.988917327662746315e-01
5.857933320711886660e-01,4.142066679288113340e-01
6.147931090784152230e-01,3.852068909215847770e-01
3.511490979510365484e-01,6.488509020489634516e-01
5.854100257167461629e-01,4.145899742832538371e-01
5.899527611730557286e-01,4.100472388269443269e-01
4.174326417324384364e-01,5.825673582675615636e-01
5.883207615164901538e-01,4.116792384835098462e-01
5.723827111064627715e-01,4.276172888935371730e-01
3.690640168876647698e-01,6.309359831123352302e-01
